fpr,RF-tpr,fpr,ET-tpr,fpr,AdaBoost-tpr,fpr,GBDT-tpr,fpr,XGBoost-tpr,fpr,LightGBM-tpr,fpr,HFS-LightGBM-tpr
,,,,0.508547009,0.693877551,0.523504274,0.795918367,0.52991453,0.775510204,0.553418803,0.816326531,0.61965812,0.87755102
,,,,0.512820513,0.693877551,0.523504274,0.816326531,0.52991453,0.795918367,0.553418803,0.836734694,0.61965812,0.897959184
,,,,0.532051282,0.693877551,0.532051282,0.816326531,0.538461538,0.795918367,0.583333333,0.836734694,0.651709402,0.897959184
,,,,0.532051282,0.714285714,0.532051282,0.836734694,0.538461538,0.816326531,0.583333333,0.857142857,0.651709402,0.918367347
,,,,0.540598291,0.714285714,0.58974359,0.836734694,0.551282051,0.816326531,0.636752137,0.857142857,0.722222222,0.918367347
,,,,0.540598291,0.734693878,0.58974359,0.857142857,0.551282051,0.836734694,0.636752137,0.87755102,0.722222222,0.93877551
,,,,0.557692308,0.734693878,0.617521368,0.857142857,0.602564103,0.836734694,0.696581197,0.87755102,0.908119658,0.93877551
,,,,0.561965812,0.734693878,0.617521368,0.87755102,0.602564103,0.857142857,0.696581197,0.897959184,0.908119658,0.959183673
,,,,0.572649573,0.734693878,0.658119658,0.87755102,0.662393162,0.857142857,0.756410256,0.897959184,0.929487179,0.959183673
,,,,0.572649573,0.755102041,0.658119658,0.897959184,0.662393162,0.87755102,0.756410256,0.918367347,0.929487179,0.979591837
,,,,0.574786325,0.755102041,0.805555556,0.897959184,0.705128205,0.87755102,0.799145299,0.918367347,0.963675214,0.979591837
,,,,0.581196581,0.755102041,0.805555556,0.918367347,0.705128205,0.897959184,0.799145299,0.93877551,0.963675214,1
,,,,0.604700855,0.755102041,0.852564103,0.918367347,0.788461538,0.897959184,0.925213675,0.93877551,1,1
,,,,0.604700855,0.775510204,0.852564103,0.93877551,0.788461538,0.918367347,0.925213675,0.979591837,,
,,,,0.611111111,0.775510204,0.882478632,0.93877551,0.878205128,0.918367347,0.959401709,0.979591837,,
